ID,Group,z,Lx
706615,GRN,0.909,44.12484369545981
707749,GRN,0.93,43.844844916162934
709134,GRN,0.667,43.06484232216879
709137,GRN,2.42,44.274845221338715
709713,GRN,2.735,44.62484369545981
709816,GRN,3.367,45.23484430581137
711091,GRN,3.717,44.409420602444705
711692,GRN,0.931,44.4748421695809
711809,GRN,2.508,44.4648438480477
713253,GRN,1.52,44.55484400063559
714401,GRN,1.288,43.98484430581137
714907,GRN,1.581,43.9748421695809
717817,GRN,1.131,44.41484461098715
719096,GRN,1.846,44.30484400063559
719155,GRN,1.845,45.174842932520356
719811,GRN,1.189,44.084842779932465
720578,GRN,1.847,44.88484201699301
720608,GRN,3.095,44.7048455265145
722533,GRN,1.854,44.844844916162934
724890,GRN,2.89,44.32484445839926
725161,GRN,0.355,43.614845373926606
725672,GRN,1.752,43.745281600666544
725685,GRN,2.836,44.73484430581137
726941,GRN,0.741,44.25484476357504
726986,GRN,1.802,44.89484415322348
729557,GRN,1.951,43.33851942605612
729570,GRN,0.376,43.934845068750825
733581,GRN,0.986,44.26484308510825
733937,GRN,1.161,44.32484445839926
734723,GRN,1.369,44.334842779932465
734769,GRN,1.844,43.9748421695809
734950,GRN,1.835,44.654842474756684
735335,GRN,0.668,43.87484369545981
736288,GRN,2.372,44.48484430581137
737008,GRN,3.034,44.404842474756684
737473,GRN,0.618,43.834842779932465
738308,GRN,2.02,44.614845373926606
748454,GRN,2.097,44.25484476357504
750623,GRN,2.031,44.57484445839926
751736,GRN,3.715,44.62484369545981
752983,GRN,3.029,45.024845221338715
753049,GRN,0.993,44.06484232216879
754369,GRN,1.168,43.62484369545981
754797,GRN,1.488,44.084842779932465
754804,GRN,1.78,43.810663413473264
755017,GRN,0.702,43.584842779932465
757535,GRN,2.03,45.404842474756684
759628,GRN,2.308,44.44484339028403
761839,GRN,1.991,44.51484308510825
763569,GRN,2.045,44.53484354287192
763929,GRN,2.005,44.594844916162934
764269,GRN,1.4,44.16484461098715
765037,GRN,2.915,43.880001068115234
767177,GRN,1.042,44.524845221338715
770406,GRN,1.786,44.2148438480477
772453,GRN,3.326,44.19051926637908
775204,GRN,3.075,44.7048455265145
776222,GRN,1.533,44.184845068750825
776400,GRN,1.173,44.2148438480477
777034,GRN,0.688,44.2248421695809
778213,GRN,0.367,43.094844916162934
778366,GRN,1.258,44.30484400063559
779091,GRN,1.582,44.114845373926606
779324,GRN,1.911,43.57699966430664
780589,GRN,3.333,44.844844916162934
782146,GRN,2.089,43.542999267578125
782363,GRN,0.345,43.89484415322348
782462,GRN,2.041,44.424842932520356
782508,GRN,2.003,44.78484354287192
783183,GRN,1.493,44.05484400063559
785300,GRN,1.719,43.74860409477571
786952,GRN,1.315,44.32484445839926
788577,GRN,2.914,44.44484339028403
793328,GRN,3.1,45.06484232216879
793517,GRN,1.224,43.76484308510825
794848,GRN,2.199,43.64899826049805
795729,GRN,1.5,44.2248421695809
797081,GRN,1.16,44.57484445839926
804744,GRN,1.494,43.7148438480477
805709,GRN,2.034,44.94484339028403
806263,GRN,2.779,45.094844916162934
807633,GRN,1.319,44.29484567910239
810108,GRN,1.935,44.48484430581137
811548,GRN,3.246,44.63484201699301
812877,GRN,1.319,44.744842627344575
813703,GRN,1.908,43.825812473369034
821027,GRN,1.596,44.51484308510825
821742,GRN,2.653,44.994842627344575
822926,GRN,1.736,43.33000183105469
824313,GRN,0.95,44.25484476357504
825866,GRN,1.001,44.05484400063559
826133,GRN,1.318,44.2048455265145
830656,GRN,1.541,44.13484201699301
831683,GRN,1.238,44.13484201699301
833026,GRN,1.836,44.584842779932465
834538,GRN,1.143,43.76484308510825
834892,GRN,0.704,43.4548455265145
834991,GRN,1.475,44.03484354287192
837822,GRN,0.376,43.75484476357504
839943,GRN,0.893,43.79484567910239
841354,GRN,0.972,44.334842779932465
842595,GRN,2.42,43.67942119400988
842703,GRN,1.555,44.094844916162934
843629,GRN,1.32,44.31484232216879
844144,GRN,1.545,44.7248421695809
844601,GRN,1.778,44.80484400063559
844866,GRN,1.402,44.7048455265145
845164,GRN,1.677,44.7048455265145
847794,GRN,2.417,44.19484339028403
848845,GRN,2.657,45.024845221338715
851874,GRN,1.006,43.994842627344575
852753,GRN,0.698,44.2148438480477
854904,GRN,1.73,44.39484415322348
854964,GRN,0.657,44.26484308510825
855880,GRN,1.268,43.598902857416604
856252,GRN,1.589,44.2248421695809
856446,GRN,1.449,43.94484339028403
856626,GRN,2.536,44.614845373926606
858038,GRN,2.41,44.274845221338715
859825,GRN,0.735,44.684845068750825
860452,GRN,0.958,44.35484323769614
860628,GRN,1.339,44.684845068750825
862628,GRN,2.701,44.66484461098715
869011,GRN,1.317,43.42064445718742
871257,GRN,0.845,43.50490713051873
872872,GRN,2.076,44.64484415322348
878244,GRN,2.122,44.904842474756684
879281,GRN,1.422,44.614845373926606
882407,GRN,1.852,43.564998626708984
883444,GRN,1.491,44.174842932520356
884726,GRN,2.207,44.37484369545981
884940,GRN,0.518,43.23484430581137
885687,GRN,1.142,44.364845373926606
887045,GRN,1.603,44.53484354287192
889205,GRN,2.05,44.9548455265145
890325,GRN,1.223,43.88484201699301
895446,GRN,3.845,44.69484339028403
897743,GRN,0.854,44.274845221338715
901487,GRN,2.51,43.875999450683594
904153,GRN,3.143,45.26484308510825
904947,GRN,2.38,44.7248421695809
905927,GRN,0.669,44.41484461098715
906612,GRN,2.687,44.17981387547814
907047,GRN,2.225,43.483001708984375
908022,GRN,2.754,45.00484476357504
912946,GRN,1.323,43.30326510629523
915989,GRN,2.169,44.64484415322348
916518,GRN,1.881,44.614845373926606
916982,GRN,2.099,44.7248421695809
919030,GRN,2.63,44.7248421695809
919414,GRN,1.887,43.67080397255408
922433,GRN,0.794,43.9648438480477
928017,GRN,1.98,44.404842474756684
928078,GRN,2.444,44.69484339028403
928556,GRN,2.235,43.69900131225586
930093,GRN,2.121,44.89484415322348
930432,GRN,1.206,43.684845068750825
930796,GRN,2.03,44.434845068750825
933997,GRN,2.668,45.174842932520356
934339,GRN,1.308,45.31484232216879
935543,GRN,1.994,44.48484430581137
936644,GRN,3.302,44.7048455265145
937557,GRN,3.084,44.15080784254226
939014,GRN,1.197,44.114845373926606
939172,GRN,0.69,43.85484323769614
942263,GRN,3.171,44.524845221338715
942395,GRN,2.7,44.65434179647196
944019,GRN,1.98,44.12484369545981
946085,GRN,2.162,44.674842932520356
946476,GRN,3.535,44.85484323769614
947453,GRN,1.889,44.60484323769614
947471,GRN,2.222,45.16484461098715
949132,GRN,0.821,44.344844916162934
949151,GRN,1.89,44.834842779932465
949321,GRN,1.855,43.97069086244777
952044,GRN,2.225,44.45413013969269
953926,GRN,1.454,44.524845221338715
956585,GRN,0.5,43.494842627344575
956759,GRN,1.527,44.03484354287192
957291,GRN,2.034,43.92647356344138
957935,GRN,2.861,43.89500045776367
958542,GRN,1.205,43.73484430581137
958682,GRN,1.228,44.07484445839926
959179,GRN,2.75,44.844844916162934
961208,GRN,2.129,44.4648438480477
962054,GRN,0.505,43.364845373926606
966973,GRN,3.038,45.03484354287192
968549,GRN,2.091,43.70867057035116
970232,GRN,1.434,45.06484232216879
970584,GRN,1.402,45.16484461098715
971246,GRN,2.549,44.494842627344575
972387,GRN,0.212,43.28484354287192
974555,GRN,2.377,44.98484430581137
975133,GRN,0.854,43.904842474756684
976485,GRN,2.55,45.024845221338715
978444,GRN,1.575,43.78069229566195
979733,GRN,2.407,43.54399871826172
981552,GRN,1.957,44.23484430581137
982004,GRN,2.414,44.48484430581137
982990,GRN,1.065,44.684845068750825
984181,GRN,1.041,44.494842627344575
985892,GRN,1.419,43.88632957625216
986016,GRN,1.655,44.30484400063559
986701,GRN,1.839,44.39484415322348
987573,GRN,1.11,44.494842627344575
987849,GRN,1.459,44.55484400063559
988550,GRN,1.608,44.674842932520356
989640,GRN,1.362,44.154842474756684
989672,GRN,2.834,45.024845221338715
991721,GRN,1.857,44.19484339028403
992008,GRN,1.979,44.434845068750825
992147,GRN,0.729,43.26499938964844
992340,GRN,1.613,44.57484445839926
993201,GRN,1.58,44.38484201699301
993805,GRN,0.765,44.16484461098715
995126,GRN,2.249,44.82484445839926
995219,GRN,1.267,43.39127221919476
996570,GRN,1.99,43.5890007019043
997300,GRN,2.276,43.926998138427734
999621,GRN,2.648,45.4748421695809
1001309,GRN,1.856,44.78484354287192
1002054,GRN,2.307,44.02608795429258
1004988,GRN,0.728,43.334842779932465
1013607,GRN,1.47,44.434845068750825
1013783,GRN,1.832,45.084842779932465
1014035,GRN,1.987,44.344844916162934
1017482,GRN,1.451,44.4648438480477
1021276,GRN,1.616,44.54484567910239
1023312,GRN,0.766,44.494842627344575
1024095,GRN,2.095,43.8120002746582
1025621,GRN,3.548,44.138999938964844
1027745,GRN,1.579,44.23484430581137
1030922,GRN,1.406,44.7048455265145
1036595,GRN,2.079,44.66484461098715
1037540,GRN,0.878,44.04484567910239
1041483,GRN,0.881,44.024845221338715
1044729,GRN,2.114,45.524845221338715
1044900,GRN,2.53,43.862998962402344
1055541,GRN,1.641,44.424842932520356
1057210,GRN,1.011,43.844844916162934
1060508,GRN,1.561,44.98484430581137
1061421,GRN,2.743,44.35947193400069
1069258,GRN,1.143,43.9648438480477
1075967,GRN,1.519,43.75199890136719
1083894,GRN,1.633,43.73073235493428
1094060,GRN,2.429,44.79484567910239
1107395,GRN,0.717,43.604823370909706
66097,BLU,1.147,43.955222327981744
87390,BLU,1.266,43.66899871826172
99915,BLU,1.599,43.801043479197666
121266,BLU,1.276,43.75224500838429
128954,BLU,1.16,45.03484354287192
134731,BLU,1.731,43.571998596191406
136373,BLU,0.967,44.07484445839926
138914,BLU,0.926,43.202999114990234
147807,BLU,1.513,43.486677752506814
149224,BLU,0.967,43.268923376912355
149480,BLU,1.634,43.729000091552734
150604,BLU,0.634,43.184297358440155
154213,BLU,1.433,44.2048455265145
156308,BLU,1.842,43.5720510124327
158738,BLU,1.042,43.3650016784668
158815,BLU,1.365,44.53484354287192
158988,BLU,1.424,43.69468117262724
163682,BLU,3.567,43.82400131225586
165901,BLU,1.253,43.196998596191406
166147,BLU,3.098,44.684845068750825
166308,BLU,1.231,44.4748421695809
167512,BLU,0.985,43.18609765539519
169706,BLU,1.274,44.03484354287192
171577,BLU,2.284,43.931949661923355
171771,BLU,0.364,44.434845068750825
171901,BLU,3.244,45.13484201699301
172922,BLU,1.449,44.23484430581137
172935,BLU,0.886,44.35484323769614
173021,BLU,1.164,43.89484415322348
173053,BLU,0.893,43.1958114052538
173384,BLU,1.981,43.77799987792969
176906,BLU,1.44,43.387001037597656
179996,BLU,1.919,43.887001037597656
180462,BLU,1.5,43.81700134277344
181381,BLU,1.595,43.84252705554671
183655,BLU,1.584,43.53194023196963
185819,BLU,1.662,44.424842932520356
185917,BLU,1.089,44.60484323769614
189381,BLU,2.035,43.914544334637874
191523,BLU,1.335,43.904304381765854
192327,BLU,1.066,43.22033987386454
192835,BLU,1.339,44.494842627344575
192989,BLU,1.07,43.279517157447245
193191,BLU,1.638,43.60375567674958
193500,BLU,0.828,43.67229065411164
195004,BLU,1.247,44.01484308510825
195293,BLU,1.667,43.90664162459719
196126,BLU,0.518,43.54999923706055
197979,BLU,1.947,44.32051786965964
198348,BLU,1.449,43.75602577494996
198996,BLU,4.182,44.364182953644935
199713,BLU,1.051,44.434845068750825
201497,BLU,0.972,44.174842932520356
202465,BLU,0.839,43.91484461098715
203041,BLU,1.709,44.1349983215332
205032,BLU,0.222,43.05484400063559
205469,BLU,1.427,43.28452251153238
208611,BLU,0.775,43.60484323769614
208681,BLU,2.968,44.46901341328162
210362,BLU,2.655,43.63020186260752
211437,BLU,0.681,44.404842474756684
212588,BLU,0.516,43.2048455265145
212772,BLU,2.214,44.44484339028403
212953,BLU,2.605,44.03276596805057
213663,BLU,1.26,43.63826684528664
214195,BLU,2.295,43.709999084472656
215158,BLU,1.531,43.89126519733742
215651,BLU,1.428,43.56800079345703
215847,BLU,0.684,44.594844916162934
215929,BLU,0.104,43.44484339028403
215943,BLU,1.502,44.04876549627929
216350,BLU,1.293,43.424842932520356
216637,BLU,1.313,43.61909601458479
217180,BLU,0.65,43.241428045115455
217489,BLU,1.793,44.424842932520356
218320,BLU,1.873,43.69522400644854
218980,BLU,1.338,44.03484354287192
220345,BLU,2.078,44.38484201699301
220730,BLU,2.046,44.4648438480477
222363,BLU,0.372,43.344844916162934
222544,BLU,1.15,44.434845068750825
222723,BLU,0.995,44.114845373926606
223778,BLU,1.248,44.7048455265145
223969,BLU,1.426,44.024845221338715
226060,BLU,1.741,43.21099853515625
226088,BLU,0.901,43.174842932520356
226937,BLU,1.422,43.17602999566398
227007,BLU,2.293,43.95512959037628
227400,BLU,0.622,43.44484339028403
229382,BLU,1.408,43.369998931884766
231455,BLU,0.815,43.684845068750825
231458,BLU,2.006,44.32484445839926
231958,BLU,1.488,43.4066791421723
232171,BLU,0.518,44.154842474756684
232704,BLU,2.772,44.58035352593382
233214,BLU,3.482,44.34400177001953
233595,BLU,1.527,43.47700119018555
233700,BLU,1.758,43.71978284566574
233712,BLU,1.475,43.62227472921104
234048,BLU,1.485,44.60484323769614
235734,BLU,0.965,43.33390569619256
237347,BLU,1.425,43.34341708472622
239908,BLU,1.04,43.60484323769614
240895,BLU,0.736,43.434845068750825
241219,BLU,2.006,43.69900131225586
241508,BLU,0.946,44.114845373926606
242114,BLU,0.283,43.084842779932465
243074,BLU,0.69,43.22136356804664
243225,BLU,2.146,43.79583423425277
243592,BLU,1.437,44.024845221338715
244279,BLU,0.48,43.06484232216879
246467,BLU,2.162,43.982709449956694
246950,BLU,1.274,43.60599899291992
247767,BLU,1.864,43.5876609822105
247877,BLU,0.975,43.08746541646959
248022,BLU,0.684,43.39484415322348
249368,BLU,0.748,43.23484430581137
249379,BLU,1.405,43.66999816894531
250424,BLU,3.0,44.101294443559084
251456,BLU,1.013,43.02689450303355
252977,BLU,0.91,44.12484369545981
253192,BLU,2.158,44.06484232216879
253630,BLU,1.585,43.634362747318555
253745,BLU,0.692,43.37454686066445
254534,BLU,1.222,43.934845068750825
255882,BLU,3.078,44.02399826049805
257310,BLU,1.116,43.82484445839926
258190,BLU,1.217,44.14484415322348
258988,BLU,1.235,43.45758618270794
259117,BLU,1.595,43.75390767983514
259664,BLU,2.731,44.059094641293775
259874,BLU,1.971,44.31484232216879
260549,BLU,1.129,43.88375425917034
260972,BLU,1.45,43.8711447213608
261732,BLU,1.323,43.38275555560192
262208,BLU,2.58,43.97848248970546
262718,BLU,3.124,44.15582436628202
262797,BLU,0.549,43.30484400063559
263569,BLU,0.776,43.494842627344575
263599,BLU,1.519,43.44599914550781
265085,BLU,2.976,44.077269228472105
265115,BLU,1.496,44.01484308510825
265264,BLU,1.405,44.37484369545981
265435,BLU,0.976,43.39248013985195
267821,BLU,0.679,43.03484354287192
268145,BLU,0.96,43.52003668577381
268620,BLU,1.391,44.32484445839926
268863,BLU,0.914,43.2048455265145
271000,BLU,1.689,44.37484369545981
272081,BLU,1.25,43.569000244140625
272441,BLU,1.372,43.395999908447266
272572,BLU,1.689,44.14484415322348
272741,BLU,1.069,43.31484232216879
272943,BLU,1.993,43.73839205462439
273224,BLU,1.878,43.690271932615715
274153,BLU,2.722,44.09919981792979
276554,BLU,1.265,43.310331655667134
277917,BLU,2.074,44.33166427810894
278250,BLU,1.278,44.084842779932465
279384,BLU,1.647,43.5935422587861
279761,BLU,1.524,44.14484415322348
280487,BLU,0.73,43.62484369545981
280576,BLU,0.955,43.41484461098715
280685,BLU,1.331,43.09700012207031
281128,BLU,1.423,44.19092347749678
281176,BLU,2.193,43.83300018310547
282350,BLU,0.745,43.774845221338715
282498,BLU,1.682,44.154842474756684
282529,BLU,0.87,43.744842627344575
282585,BLU,1.264,43.78484354287192
283498,BLU,1.75,43.52267931882981
283742,BLU,0.623,43.39484415322348
283976,BLU,1.423,43.50715654658412
284209,BLU,0.621,43.26484308510825
284560,BLU,1.558,43.77399826049805
284936,BLU,1.273,43.78484354287192
285322,BLU,1.281,43.26549042745706
285638,BLU,1.915,43.706518757853665
285728,BLU,1.444,44.154842474756684
285751,BLU,1.24,43.62484369545981
286866,BLU,0.998,44.04484567910239
286870,BLU,0.528,43.13484201699301
287624,BLU,2.866,44.010821378496786
288867,BLU,3.297,43.95100021362305
288900,BLU,1.764,44.22465771433157
288925,BLU,1.303,43.994842627344575
288986,BLU,1.415,43.63508842445822
290561,BLU,1.34,43.306978754678
290940,BLU,0.947,43.129046408885166
291109,BLU,1.464,43.53596442403821
291291,BLU,1.268,43.12300109863281
291295,BLU,1.437,43.50661584430059
291505,BLU,0.596,43.174842932520356
291777,BLU,1.697,43.67625776030693
291911,BLU,1.755,43.87900161743164
292658,BLU,3.126,43.95399856567383
293988,BLU,2.625,43.8489990234375
294223,BLU,1.777,43.60599899291992
294233,BLU,1.535,43.50199890136719
297271,BLU,2.086,45.2048455265145
297388,BLU,0.869,43.118919884120416
297892,BLU,2.044,43.78613024342753
298256,BLU,0.864,43.13066391106613
298487,BLU,1.749,43.848035126590915
299361,BLU,3.187,43.83599853515625
300070,BLU,1.998,43.36800003051758
301078,BLU,0.763,43.26484308510825
301614,BLU,0.935,43.364845373926606
301744,BLU,3.439,44.05278302877121
301995,BLU,1.308,43.80484400063559
302660,BLU,1.149,43.81484232216879
303796,BLU,1.327,44.674842932520356
304319,BLU,1.256,43.339579064806436
304439,BLU,0.677,43.524845221338715
305043,BLU,1.848,43.7248421695809
305831,BLU,1.097,43.87484369545981
305859,BLU,2.387,44.013073680651
306945,BLU,1.271,43.66484461098715
308547,BLU,0.831,43.009214514311765
308866,BLU,1.664,43.17599868774414
309395,BLU,1.912,43.69259576006062
310302,BLU,0.965,43.85484323769614
310572,BLU,3.949,44.614845373926606
310636,BLU,2.48,44.994842627344575
311121,BLU,2.93,43.88999938964844
311176,BLU,3.31,44.424842932520356
311305,BLU,1.573,44.07484445839926
311789,BLU,1.461,43.14500045776367
311831,BLU,1.175,44.16484461098715
311910,BLU,1.635,44.084842779932465
312655,BLU,1.51,43.435213202055905
312742,BLU,1.869,44.03484354287192
313813,BLU,1.474,43.9648438480477
314243,BLU,2.682,44.9748421695809
316436,BLU,1.42,44.024845221338715
316931,BLU,0.623,44.2148438480477
318129,BLU,1.619,43.66925779082451
319169,BLU,0.415,43.16484461098715
319398,BLU,2.309,43.94051535223549
319543,BLU,2.302,44.2248421695809
319595,BLU,1.988,43.57114030126311
320331,BLU,0.833,43.994842627344575
320435,BLU,1.419,43.17399978637695
321383,BLU,2.198,44.041642565960515
321469,BLU,2.921,43.77937103534116
322871,BLU,0.427,43.01484308510825
323189,BLU,1.939,44.4648438480477
323420,BLU,1.769,43.44900131225586
323559,BLU,2.298,44.524845221338715
323983,BLU,0.53,43.04255601421875
324525,BLU,2.177,44.04484567910239
325165,BLU,0.668,43.864845373926606
325593,BLU,1.12,43.594844916162934
326082,BLU,1.535,44.05484400063559
326894,BLU,1.754,44.684845068750825
327459,BLU,0.707,43.594844916162934
328702,BLU,1.551,44.00484476357504
328867,BLU,2.86,44.347126464404084
328963,BLU,1.681,44.12484369545981
329946,BLU,1.43,43.266998291015625
332003,BLU,1.22,43.91484461098715
332248,BLU,0.702,43.66484461098715
332304,BLU,1.109,43.2760009765625
333310,BLU,2.952,44.04151854104636
333771,BLU,1.115,43.85484323769614
333779,BLU,1.203,43.868919884120416
336058,BLU,1.627,43.34776882972022
336111,BLU,1.249,43.7148438480477
336272,BLU,1.115,43.070426255555454
336469,BLU,0.939,43.138828519757915
336686,BLU,0.889,43.524845221338715
336913,BLU,1.971,43.666925216998735
337029,BLU,1.75,44.04484567910239
337827,BLU,0.83,43.35484323769614
338071,BLU,0.907,44.69484339028403
338977,BLU,1.037,43.23490675196546
339051,BLU,1.429,43.9748421695809
339463,BLU,1.053,43.03436329338844
339913,BLU,1.036,44.28484354287192
341626,BLU,0.907,43.674842932520356
342090,BLU,0.914,44.2148438480477
342161,BLU,1.455,43.6419371178877
342318,BLU,1.913,44.114845373926606
342418,BLU,1.657,43.30400085449219
342489,BLU,1.0,43.029573405276516
342587,BLU,0.53,43.05484400063559
343403,BLU,1.338,44.30484400063559
344505,BLU,0.82,43.834842779932465
344632,BLU,0.901,43.98484430581137
346035,BLU,0.749,43.584842779932465
346257,BLU,1.94,43.29600143432617
347011,BLU,1.948,44.66484461098715
347116,BLU,1.1,43.55484400063559
347170,BLU,2.386,44.274845221338715
347583,BLU,2.063,44.154842474756684
348646,BLU,0.738,43.434845068750825
349201,BLU,1.272,43.51484308510825
350788,BLU,1.022,43.80484400063559
351374,BLU,2.693,44.16899871826172
353169,BLU,0.518,43.219539586425086
354636,BLU,1.286,43.9548455265145
355207,BLU,1.127,43.924842932520356
355258,BLU,2.676,44.25484476357504
355442,BLU,0.893,44.35484323769614
355652,BLU,0.958,44.05484400063559
355689,BLU,0.951,43.186421163492305
357380,BLU,1.98,43.84290169272353
357507,BLU,1.848,44.19484339028403
357753,BLU,1.44,44.524845221338715
357858,BLU,1.094,43.94484339028403
358659,BLU,2.241,43.34400177001953
358710,BLU,1.094,43.478094317573714
359499,BLU,1.416,44.19484339028403
359852,BLU,0.928,43.153327867267784
361363,BLU,0.674,44.19484339028403
362263,BLU,2.008,43.90625730254326
362336,BLU,1.552,43.40360780983378
362713,BLU,3.295,43.73099899291992
364166,BLU,0.838,43.26484308510825
364976,BLU,2.71,43.6870002746582
365069,BLU,1.622,43.37900161743164
366762,BLU,1.369,43.250999450683594
367307,BLU,1.035,44.04484567910239
367586,BLU,2.242,43.422000885009766
367943,BLU,2.154,44.424842932520356
368343,BLU,1.419,43.305999755859375
368582,BLU,0.63,43.114845373926606
370555,BLU,0.918,43.54484567910239
370646,BLU,1.405,43.684845068750825
371004,BLU,1.145,43.48483114370455
372011,BLU,1.602,44.024845221338715
372213,BLU,1.248,43.684845068750825
372362,BLU,1.819,43.35300064086914
372880,BLU,1.708,43.268001556396484
372910,BLU,0.969,43.112884135223496
373593,BLU,1.24,43.64484415322348
373875,BLU,0.834,43.44484339028403
374455,BLU,1.864,44.30484400063559
375741,BLU,2.448,44.89484415322348
375903,BLU,1.229,43.12099838256836
376219,BLU,1.377,44.494842627344575
376362,BLU,0.832,43.19484339028403
376887,BLU,2.611,43.84660404248539
377133,BLU,1.358,43.50484476357504
377949,BLU,1.511,43.98484430581137
378385,BLU,1.353,43.44829993477265
378500,BLU,0.969,44.14484415322348
379362,BLU,1.025,43.91484461098715
379763,BLU,2.412,44.684845068750825
380734,BLU,1.358,43.12300109863281
381287,BLU,1.217,43.36600112915039
381301,BLU,1.836,43.540000915527344
382018,BLU,3.371,44.56484232216879
382726,BLU,1.512,43.03300094604492
383151,BLU,1.433,44.114845373926606
383384,BLU,1.566,44.174842932520356
383801,BLU,1.76,44.184845068750825
383817,BLU,1.755,43.91484461098715
383885,BLU,1.649,44.26484308510825
384414,BLU,1.253,43.26012989555206
385450,BLU,0.769,45.114845373926606
385456,BLU,1.796,43.994842627344575
385941,BLU,3.46,45.57484445839926
386137,BLU,1.399,43.75699996948242
386478,BLU,1.674,43.40800094604492
387336,BLU,1.624,43.402000427246094
388379,BLU,1.444,44.174842932520356
389447,BLU,1.364,43.66484461098715
390586,BLU,1.31,43.25199890136719
391670,BLU,1.501,43.9748421695809
392925,BLU,1.551,45.54484567910239
393236,BLU,1.579,43.91484461098715
393604,BLU,2.532,44.66484461098715
393844,BLU,1.251,43.924842932520356
394239,BLU,0.864,43.654842474756684
395477,BLU,2.004,43.49020402422062
396633,BLU,1.217,43.569394685222385
398447,BLU,1.434,43.55484400063559
398571,BLU,1.092,43.38484201699301
399796,BLU,2.043,44.084842779932465
400613,BLU,1.842,43.22999954223633
400634,BLU,1.034,43.09700012207031
401419,BLU,1.609,43.53099822998047
402040,BLU,1.869,44.12484369545981
402948,BLU,0.971,43.39484415322348
403058,BLU,0.661,43.524845221338715
403162,BLU,1.746,44.024845221338715
403300,BLU,0.73,44.32484445839926
404105,BLU,1.519,43.468824091623816
404674,BLU,0.982,43.524845221338715
405071,BLU,0.663,43.76484308510825
405233,BLU,1.419,43.229510195889056
405548,BLU,0.434,43.32484445839926
405698,BLU,0.782,43.35484323769614
406106,BLU,0.691,43.174842932520356
407780,BLU,1.483,44.69484339028403
408538,BLU,1.315,44.39484415322348
409604,BLU,2.314,44.41484461098715
411306,BLU,1.133,43.17576752444705
411643,BLU,1.329,43.35604378437345
413217,BLU,2.051,43.85278445140192
413764,BLU,1.98,43.33000183105469
413854,BLU,1.962,43.70367847130571
414685,BLU,2.085,43.695924545612016
414773,BLU,2.084,43.68930106392304
415112,BLU,1.418,43.30427393575401
415138,BLU,1.727,44.06484232216879
415386,BLU,1.09,43.844844916162934
415424,BLU,1.005,43.29484567910239
415920,BLU,2.054,44.14484415322348
416000,BLU,0.775,43.4548455265145
416902,BLU,2.236,44.2148438480477
418204,BLU,1.608,43.66484461098715
418230,BLU,2.507,43.89663833869033
418599,BLU,0.834,43.14484415322348
418904,BLU,1.513,44.834842779932465
419128,BLU,1.519,44.28484354287192
419166,BLU,1.977,43.92499923706055
419932,BLU,1.964,43.48099899291992
420196,BLU,1.375,43.91484461098715
420643,BLU,1.778,44.024845221338715
420847,BLU,0.895,44.01484308510825
420912,BLU,0.219,43.594844916162934
421107,BLU,3.681,44.54484567910239
422500,BLU,0.916,44.4548455265145
423348,BLU,0.68,43.41484461098715
423573,BLU,1.51,43.64915213404776
424880,BLU,1.927,43.57918549764154
424992,BLU,1.111,43.63484201699301
425170,BLU,1.445,44.23484430581137
425194,BLU,2.524,44.344844916162934
425225,BLU,0.916,43.23393989627627
425530,BLU,1.82,44.4748421695809
426055,BLU,0.445,43.04484567910239
426212,BLU,1.492,43.78484354287192
426494,BLU,2.622,43.69300079345703
426654,BLU,0.937,43.87484369545981
426798,BLU,0.838,43.88484201699301
428515,BLU,0.667,43.16484461098715
429502,BLU,2.134,44.48484430581137
429677,BLU,1.423,43.30400085449219
429896,BLU,2.684,43.41899871826172
430921,BLU,1.249,43.13942685492991
431659,BLU,0.904,43.23699951171875
431959,BLU,1.427,43.27199935913086
433259,BLU,2.951,44.85484323769614
433721,BLU,0.972,43.9548455265145
433827,BLU,1.373,44.31484232216879
434455,BLU,1.238,43.26300048828125
434477,BLU,0.905,44.05484400063559
436998,BLU,1.047,43.91484461098715
437780,BLU,1.169,43.684845068750825
438119,BLU,1.553,44.55484400063559
438138,BLU,2.105,43.65086003025367
438623,BLU,1.671,43.33136036370094
438652,BLU,1.54,44.38484201699301
440129,BLU,1.937,43.474998474121094
440565,BLU,2.491,44.09511346543381
441227,BLU,2.397,43.928001403808594
441487,BLU,3.471,44.26843316212925
442022,BLU,1.113,43.524845221338715
442197,BLU,1.113,43.21964805826164
442374,BLU,3.261,44.85484323769614
442499,BLU,1.124,43.370570889783345
443133,BLU,1.121,43.934845068750825
443852,BLU,0.862,43.654842474756684
444034,BLU,0.704,43.58051251068458
444480,BLU,0.89,43.7048455265145
445280,BLU,1.474,44.00484476357504
445312,BLU,1.19,43.654842474756684
445347,BLU,2.337,43.692331625149556
445448,BLU,2.233,43.95160778836279
445878,BLU,1.02,43.056661796041624
446143,BLU,2.239,44.10111276786386
447092,BLU,0.97,44.29484567910239
447600,BLU,1.108,43.27402490384989
448318,BLU,1.541,44.35484323769614
448411,BLU,0.926,44.434845068750825
450105,BLU,3.96,45.2248421695809
451554,BLU,1.117,43.11199951171875
452058,BLU,2.017,44.66484461098715
453309,BLU,1.424,43.4088231786425
453781,BLU,1.324,43.81484232216879
453789,BLU,2.341,44.32484445839926
453882,BLU,1.26,43.7148438480477
454647,BLU,2.31,43.86675466515432
454808,BLU,1.482,44.12484369545981
